"sp","migrant","area","HWI","family","hwi"
"Agelaioides_badius","Non-migrant",344.276326398296,32.8186417424528,"Icteridae",19.98660196
"Agelaius_assimilis","Non-migrant",0.357111998220853,36.8018453088905,"Icteridae",24.00003223
"Agelaius_humeralis","Non-migrant",9.64504756560931,39.596517393233,"Icteridae",26.83395727
"Agelaius_phoeniceus","Migrant",1627.05388601302,39.481260854268,"Icteridae",26.73058555
"Agelaius_tricolor","Migrant",11.4653074542898,45.4182493939001,"Icteridae",32.56345816
"Agelaius_xanthomus","Non-migrant",0.745426196933194,33.5039186788842,"Icteridae",20.67224146
"Agelasticus_thilius","Migrant",271.70002357759,32.4184123759646,"Icteridae",19.27487671
"Aimophila_rufescens","Non-migrant",53.3452568264234,27.2600927267459,"Passerellidae",14.07000161
"Aimophila_ruficeps","Non-migrant",110.40108145049,24.7322334330755,"Passerellidae",11.65224967
"Amblycercus_holosericeus","Non-migrant",96.410125094467,25.3465725161332,"Icteridae",12.5468849
"Amblyramphus_holosericeus","Non-migrant",144.018852704797,29.9023718391526,"Icteridae",16.95617986
"Ammodramus_aurifrons","Non-migrant",316.197252665436,25.5702481420978,"Passerellidae",12.76416795
"Ammodramus_humeralis","Non-migrant",787.967619127896,28.2552096810364,"Passerellidae",15.10500686
"Ammodramus_savannarum","Migrant",798.592019394697,38.2920246744248,"Passerellidae",25.35686662
"Ammospiza_caudacuta","Migrant",21.3753073860605,31.6312503494112,"Passerellidae",18.41896949
"Ammospiza_leconteii","Migrant",661.869657507255,30.443497916325,"Passerellidae",17.69594904
"Ammospiza_maritima","Migrant",20.3262491112918,24.9830618370164,"Passerellidae",11.8342235
"Ammospiza_nelsoni","Migrant",349.324717212998,34.0302395971825,"Passerellidae",21.02141382
"Amphispiza_bilineata","Migrant",236.132087459811,32.123385292402,"Passerellidae",18.86110479
